datetime,username,content,hastags
2020-09-11 02:00:44,RepelitaO,Benny K Harman: Kebijakan Anies Baswedan Bikin Istana Naik Pitam dan Buzzernya Marah Besar https://t.co/OTB4yb1sc7 lewat @Repelita,
2020-09-11 01:45:03,fajaronline,Benny K Harman: Kebijakan Anies Baswedan Bikin Istana Naik Pitam Dan Buzzernya Marah Besar https://t.co/zecdjjznv5,
2020-09-11 01:43:07,kabarpol,Benny K Harman: Kebijakan Anies Baswedan Bikin Istana Naik Pitam Dan Buzzernya Marah Besar https://t.co/qzps212h0f,
2020-09-11 01:43:04,kabarpolitik,Benny K Harman: Kebijakan Anies Baswedan Bikin Istana Naik Pitam dan Buzzernya Marah Besar https://t.co/bO1s3lrvRW,
2020-09-04 06:08:14,eradotid,"Gubernur DKI Jakarta anies Baswedan, Marah Dan Menutup Serta Mendenda Manajemen Kafe Terbalik Coffee Di Jalan Haji Nawi, Jakarta Selatan.https://t.co/h1ulzzrb11",
2020-08-27 13:40:48,iman100017,"@GeiszChalifah Amboy, gak perlu marah-marah netizen yang mbully Pertamina om @Dennysiregar7, colok aja Anies Baswedan dan aparaturnya.",
2020-08-22 12:07:13,Relawananies,"PAYA SAAT Situasi Apapun, anies Selalu Mengumbar Senyum Dan Terlihat Bahagia, Dan Ketika Ada Masalah Beliau Selalu Menghadapinya Gangan Tenang.

Tapi Bukan Berarti Anies Baswedan Tidak Bisa Marah, Hanya Saja Tidak Biasa Marah-Marah Apalagi Memarahi Orang Di Depan Orang Ramai.https://t.co/7c8y7efuny",
2020-08-17 02:18:41,BennyAzwar7,"@Relawananies @Reiza_Patters @tatakujiyati @Toperendusara1 @kebijakananies @sahabatanies_ @marlina_idha Itulah pak Anies Baswedan, hatinya bersih, pemikirannya brillian, otaknya cerdas, ilmunya tinggi, berjuang dengan ikhlas, namun tetap rendah hati. Nggak marah di-bully. Semoga Allah SWT senantiasa melindungi dan meridhoi perjuangan beliau, aamiin.",
2020-07-24 12:15:27,Joglosemarnews,"Marah dan Geram, Anies Baswedan: Hai Kau Pengecut, Lihatkan Wajah Bayi 3 Bulan, Kini Dia Yatim! https://t.co/KUxgLqQYCJ",
2020-07-20 07:03:03,LaeHoras_,"Saat Anies Baswedan mengaku orang Jawa, wabil khusus orang Yogyakarta, banyak sekali orang yang marah, nyinyir, dan mengejek. Saya justru tertawa terbahak, sekaligus meneteskan air mata. Justru terharu oleh kebodohan dan kesombongannya.",
2020-06-29 11:35:29,HukumDan,"Anies Baswedan selama jadi Gubernur DKI tidak pernah terlihat marah.. Menghadapi persoalan dan penyelesaian masalah dengan Sabar dan semua bisa terselesaikan. 
Marah bukan menyelesaian masalah justru bikin 
Ruwet Ruwet Ruwet 
#AniesMemangKeren",['AniesMemangKeren']
2020-05-09 06:15:10,raj_dima,Menko PMK Muhadjir Effendy mengaku sempat bersitegang dan marah besar dengan Gubernur DKI Jakarta Anies Baswedan. Penyebabnya adalah ketidaksinkronan data mengenai penyaluran bantuan sosial (bansos) untuk masyarakat yang terdampak pandemi virus Corona (COVID-19) di Jakarta.,
2020-04-29 13:40:15,JoshuaIgho,"Saya, kalau udah lama nggak emosi dan pingin marah-marah, gampang caranya: buka Twitter. Baca ocehannya Anies Baswedan, Tengku Zulkarnaen, Hidayat Nurwahid, Fadli Zon, Said Didu, Rizal Ramli udah cukup buat mecahin gelas satu lusin.",
2020-04-20 01:51:30,mustain_masdar,"Gubernur Anies Baswedan sangatlah beruntung, dosanya diambil para buzzer dan para pembenci beliau....begitu legowonya beliau dibully dan dicaci maki, dia tidak pernah marah cuma disenyumin aja... 
Subhanallah, semoga Allah SWT melindungi beliau ....",
2020-04-14 14:36:23,HukumDan,"Anies Baswedan Suda Jelas Berpihak Kepada Masyarakat Yang Berekonomi Lemah.Kaum Miskin Dan Rekan Miskin.
Kalau Ada Yang Dapat Bantuan Sembako Kemudian Marah Merasa Bantuan Masih Kurang.
Yakinlah Mereka Itu Jokower Ahoker Yang Gak Tau Diri
MISKUL DUNGU https://t.co/eggsncrs1x",
2020-04-08 01:36:52,DetaxId,[Hoax] Anies Baswedan Marah Dan Jokowi Mengaku Dirinya Pembantu Tiongkok https://t.co/vsxbpfis3y via @detaxid,
2020-03-27 15:23:02,FatihJufri,"@Ferdinandhaean2 @mas_piyuuu @aniesbaswedan yg di kritik yg memang benar dan jelas .. tapi loe nyerang @aniesbaswedan kadig gak pernah ada yg benar fitnah .. di situ lah perbedaan nya nya ..

Anies Baswedan Waspada Covid Tapi Kalian Marah .. Dia Waspada Covid Demi Rakyat Nya Di Jakarta .. Kenapa Kalian Marah ..",
2020-03-27 08:04:09,yunankingstar1,Mau Torggu Anies Dan Jokowi Widodo Dan Maruf Amin Torgai Sampai Tahun Shio Monyet Jagi Kagak Muncul Tuh Ada Nya Masker Dicuri Oheh Orang Digeka Mereka Ini Nyata LoHa Lea Liali Liali Liali LiApan LiAdang. BIHMarah.https://t.co/l3upm9oldk,
2020-03-26 23:16:07,fgembil,"dari mulai anies baswedan yang lo hardik secara personal dari mulai menghina dia, lo edit muka dia seakan dia tenggelam di banjir. Bro biarkan dia sebagai orang yang bersangkutan menyelesaikan pekerjaan dulu. Dan pas dia bikin kebijakan nutup semua tempat wisata di jkt lo marah ?",
2020-03-19 04:28:39,abu_syfa,"@HAIKALS_OS @4smara1701 @Aniesbaswedan Ada Penguasa Yang Pernah Dibawah Asuhan Dan Bimbingan Pak Anies Baswedan, Tapi Karena Gak Pinter² Jagi, Penguasa Culas Itu MARAH, LALU memecat gurunya sendiri ..",
2020-02-29 23:35:54,Sofyar_irfs,"BELA ANIES BASWEDAN DAN SINDIR PSI Yang Bully Gubernur, Narasumber Di Ilc ini Dipuji Karni Ilyas

Hanya Cebong Dan Togog, Yang Menjadikan Musibah Lahan Untukur Menencari Makan.

Para Taikpan Marah Reklamasi Mati Suri, Mengerahkan Buzzer Bayaran.https://t.co/bpagvnyndf",
2020-02-27 17:57:47,sofyar_irfs2,"Reklamasi Digagalkan Anies Baswedan, Para Cukong Marah Dan Mengrejakan Para Penghianat Bangsa Ini Yang Bisa Dibeli, UNTUK MENJEGAL DAN BULLY @ANIESBASWEDAN",
2020-02-26 07:17:29,RepelitaO,"Komisi v Sangan Marah Sama Anies Baswedan, Ridwan Kamil Dan Wahidin Halim Https://t.co/Mcg3Ji70py Lewat @Repelita",
2020-02-26 02:01:12,patriot016610,"ATAU DI Balas GANGAN CARA APAPUN APALAGI DI LAPORKAN DAN ITU TIDAK MUMKKIN TERJADI, MARAH SAJA PAK ANIES BASWEDA TIDAK PERNAH.

Beliau lebih Baik Baik Bekerja Delangan Narasi Gagasan Ide untuk Anggota Manfaat Bagi Masyarakat Yg Berkeadilan Dan Ada Hal Yang Lebih Penting Unkul",
2020-02-25 15:11:14,SemutMerah007,"Muhammad Zazuli menyebut bahwa ekpresi korban banjir tersebut karena kecewa &amp; marah terhadap Gubernur DKI saat ini Anies Baswedan karena tidak becus dan gagal mengatasi banjir DKI yang sudah berjilid-jilid menghantam DKI Jakarta. 
#ILCSalahkanAnies",['ILCSalahkanAnies']
2020-02-08 08:27:04,alam_pado,"Gus Dur Dihina Dan Dicaci Santai Saja
H.AGUS SALIM DIHINA DICACI BIASA SAJA.
Sby Dihina Dan Dicaci Ngga Marah.
Anies Baswedan Dihina Dan Dicaci Cuek Saja.
Karena apa..mereka tak mau guy energi yg tak tak",
2020-01-19 01:22:24,eedo_realman,"@4smara1701 emang nya junjungan ente anies baswedan kagak marah-marah?Memperbaiki, ai anies langsung mecat mecatin orang bari marah-marah udah gitu bodoh pula dan gak bisa kerja ..!Majanya Dipecat Jadi Mentri ....",
2020-01-10 05:51:48,sandylovejofalo,"Semoga Marah ""Nya Gak Cuma Action.

Gegara Banjir, Anies Baswedan Bakal Mimpi Buruk Menghadapi Kemarahan Publik Dan Dprd Dki https://t.co/5kss8vafcm",
2020-01-01 07:57:17,ichwankalimasad,"Dana penanggulangan banjir Jakarta, dipotong Anies Baswedan. Tahun 2018 dipotong 242 miliar rupiah dan tahun 2019 dipotong 500 miliar rupiah..

Seiman Gubernurnya, bahagia TGUPPnya..

https://t.co/L9DEtdMp0q

Air juga marah klo anggarannya dipotong

#BanjirJakarta",['BanjirJakarta']
2019-11-28 08:31:10,info_kita2,"Agnes MO, Anies Baswedan Dan Sukanto Tanoto Dalam Nasionalisme Kita -
OLEH: Syahganda Nainggolan (Lingkaran Sabang Merauke)

Banyak Tokoh -Tokoh Pegiat Politik Marah Delangan Agnes Mo Beberapa Hari ini .... -https: //t.co/rsnwzxdkuw ... https://t.co/z8kwfhis5r",
2019-11-26 05:40:39,pasfm,"Gubernur DKI Anies Baswedan, menegur Deputi Gubernur Bidang Pariwisata dan Kebudayaan, Dadang Solihin, yg berdebat dengan para seniman Taman Izmail Marzuki terkait revitalisasi, yg videonya viral. Dadang mengaku sedang sakit sehingga suaranya serak dan terlihat seperti marah.",
2019-11-25 05:29:01,BSallsa,"Gak punya Sopan Satun ...!Staf anies baswedan marah-marah dan ingin pukul orang tua di acara diskusi #jakarta
#ANIESBASWEDAN
#dkijakarta

https://t.co/okdkzgqpgl","['Jakarta', 'aniesbaswedan', 'dkijakarta']"
2019-11-23 16:47:51,Indopolitika,Video Viral Diduga Staf Anies Baswedan Marah Dan Bentak Seniman Beredar https://t.co/pe1emmuqyw https://t.co/nd2s1nad2g,
2019-11-23 16:47:42,Indopolitika,Video Viral Diduga Staff Anies Baswedan Marah dan Bentak Seniman Beredar    https://t.co/7rimihE0Bq via @Indopolitika,
2019-11-13 13:02:25,yunankingstar1,NASIB RAJA YUNAN /TAN KIM SENG /YUNAN KAMTIBMAS DAN MITRA KAMTIBMAS SELURUH INDONESIA SAMA DENGAN PAK JOKOWI WIDODO DAN PAK ANIES BASWEDAN FOTO DI EDIT SEPERTI INI TAPI RAJA YUNAN /TAN KIM SENG/YUNAN KAMTIBMAS DAN MITRA KAMTIBMAS SELURUH INDONESIA TIDAK MARAH TAPI TERIMAKASIH https://t.co/ARPMh7cSvU,
2019-11-11 01:04:14,achmadaxl_99,"Anies Baswedan.Santun Sabar Dan Ramah, Gak Kayak Satunya Marah 2, Sok Paling Benar Dan Pinter, Dan Pinter Aktignya",
2019-11-09 07:44:01,yunankingstar1,"ANIES BASWEDAN TIDAK PUSING DAN MARAH WAJAH NYA DI UBAH JADI JOKER SEBAB ANIES BASWEDAN TIDAK MERASA ITU WAJAH DIRI NYA JADI ADE ARMANDO TIDAK BISA DI PROSES SECARA HUKUM SEBAB YANG BERSANGKUTAN TIDAK MERASA DAN MARAH ATAS DUGAAN KASUS JOKER 
https://t.co/ZcFJPJbvkS",
2019-11-08 13:28:20,KatolikG,"Yang marah saat jokowi dibikin gambar pinokio bisa ketawa saat anies baswedan dibikin joker,

Eh yg ketawa saat jokowi dibikin pinokio kini marah saat anies baswedan dibikin joker ...

Apa Sih Yang Kalian Cari Selain Dengki Dan Perengkaran?",
2019-10-04 22:59:44,Ronal_Trimayudi,"@w_runturambi @ishano80 @aniesbaswedan @jokowi apk anies baswedan banding dgn jokowi
Seperti Langit Dan Bumi.

Dari Segi Bahasa Aja Udah Kalah Telak,
Mau Bahasa Indonesia Ataupun English.

SEGI WAWASAN APA LAGI.

Kepemimpinan Segi Tambah Parah ...
😎

Jgn Marah Bong, Itu Pendapat GW",
2019-08-06 14:09:34,Azhaeri,"Anies Baswedan pernah jadi Jubir Tim Pemenangan Jokowi-JK di 2014.
Pertanyaannya:
Apa peran Basuki Tjahaja Purnama dalam tim pemenangan Jokowi-JK 2014 dan Jokowi-Amin 2019.?! — merasa marah",
2019-08-02 01:54:21,IDactionfigure,"TERNYATA.. lokasi pengambilan gambarnya di Bekasi, tapi kompas dan Partai Nasi Adem marah-marahnya ke Pak Anies Baswedan, pakai bawa-bawa walkot... https://t.co/9buzuNhxnz",
2019-07-24 13:11:04,RomansaRico,"Anies Baswedan hari ini:
1. ""Digandeng"" Gus Miftah
2. ""Dipromosiin"" Surya Paloh 

Tentu ada yg kaget
Tugas kita bukan kaget
Bukan marah dan kecewa pula

Tugas kita warga DKI adalah mengawal,memantau dan memberi saran pd tugas dan kewajiban beliau sbg Gub DKI.",
2019-07-18 01:07:02,yanharuta,"Terimakasih Pak anies baswedan, membruat jakarta lebih Baik Tanpa marah marah Dan Menyakitkan Umat Tertentu",
2019-05-25 11:54:53,theyeheskiel,@Cnnindonesia knp anies baswedan tidak penggutuk dan marah atas perbuatan parah perusuh merusak taman?Kalaupun di Perbaiki Lagi Tohh Anggraran Bukan Dari Kantong Pribadikan?Melainkan Menggunakan Anggraran rapbd jakarta.harusnya dia sebagai pimpinan dki 1 jam bersikap tegas!,
2019-05-23 21:24:43,dikbdig,"Salut Buat Gubernur Jakarta Anies Baswedan
@ANIESBASWEDAN
Bekerja Dan Bersikap, Tanpa Perlu di Media LIPUT.
Bekerja Tanpa Perlu Marah Marah",
2019-04-27 02:55:49,Chlorn_3floride,KLO LOAT BERITA TENTANG PAK ANIES BASWEDA TEH SENENG LIHATYA .. GAG ADA MARAH-MARAH DAN EEK-EEK LAGI .. 😆😬,
2019-04-10 08:57:37,fikrifm23,"🇮🇩 ❤️👆❤️✌️❤️☝️🇮🇩

Jantung: * Tiga Musketeers di Indonesia *: jantung:

*Anies baswedan*

Cerdas, Religius, Kalem, Jujur, Dan Emosinya Selalu Terjaga.Tidak Pernah Terlihat Marah-Marah, Tapi Jagi Tidak Pernah ... https://t.co/vc841at4rp",
2019-03-30 08:26:28,kang_zam777,"3. Pemain Hanya Ahoker-Mafia Balai Kota Yang Marah Dan Merang.Sebabnya Lahan Korupsi Mereka Dipotong Anies Baswedan.
Hampir Dua Tahun Pasca Anies-Sandi Dilantik, Jakarta Tetap Jakarta.

#Pkivspancasila",['PKIvsPANCASILA']
2019-01-23 23:40:50,BudiHar44550607,"@SurveiPolitikRI Gubernur yang memikirkan rakyat adalah anies baswedan lebih berwibawa dan tanpa ada marah, lebih santun dalam berbicara",
2019-01-10 15:04:12,AmyAbbas7,"@Kpu_id @mas_abudiman @viryanazis @novida_evi @masws1533 @pramonoutan @hsym_asyari @arifhakim66 @robie2u @k_setyawan Buktikan, Dan Lkansanakan Uu Pemiliman Umum

KetaHuilah Jika Masyarakat Sangan Marah Gargan Di Panggilnya Anies Baswedan Oleh Bawaslu
#Saveaniesbaswedan",['SaveAniesBaswedan']
2019-01-08 09:25:07,Suryant54877528,@King54fir @aniesbaswedan Bawaslu jangan bermain api. Bersikaplah yang adil dan seimbang. Kalo Anies Baswedan kalian ancam sanksi pidana bagaimana dengan kelompok sebelah yang jelas para kepala pemerintah di daerah dengan mengancungkan tangan No. 01. Ingat Umat Islam akan marah bila tetap kalian eksekusi,
2018-12-29 17:09:40,conan_idn,"@Mentimoen Haelaaa Bongg,, Mulut Lu busuk. Koar2 merendahkan Anies. Mata Lu Buta. Otak Lu Somplak. Ahok dan Walikota Singkawang itu sudah berapa Penghargaaan dibanding Anies Baswedan @Mentimoen ?
Tidak ada orang pintar dn besar didunia tukang marah dimuka umum. Etikanya dimana?",
2018-12-17 02:15:35,KojekRapBetawi,"https://t.co/UWB0S5NKeT

setiap saya bertemu Mas Anies Baswedan pertanyaan Stadion selalu ada, karena Insha Allah SWT spirit ini saya jaga sampai stadion benar-benar ada dan semua bisa menikmati, bukan ngoceh-ngoceh marah nuduh stadion gak akan dibangun tapi,",
2018-12-13 11:10:28,MVK_1225,"@mustofa_4riez @detikcom @prabowo setUju bro.SPERTI Waktu Blg Dipukul Orang Trnyata Oplas (Ratna Sarumpaet), Blg Prabowo Tukang Marah Dan Diilisi Golongan Yg TDK Bisik (Anies Baswedan), ATAU Waktu BLG, Presiden, Ummat Trnyata Gak Bisa Bisa Bisa Bisa Bisa Bisa Bisa Bisa Bisa Bisa Bisa Bisa Bisa Bisa BisaMunafik Bener.",
2018-12-10 08:14:11,Ponirahmujahid1,@Hilmi28 @aniesbaswedan Maklum Aja Pak Ustadz Gubernur Andalan Mereka Gak Pny Prestasi Kecuali Marah Marah Dan Ngumpulin Cebong Di Balaikota..Jadi Sakit Pake Banget Kalo Anies Basweded Dapat Dapat Dapat Dapat Dapat Dapat Dapat Dapat Dapat Dapat Dapat Dapat Dapat Dapat Dapat Dapat,
2018-12-02 17:20:42,Najwa_AlSaggaf,"@Edisantoso78Edi @GunRomli @KingSalman @Os_alshuibi @KSAmofaEN @prabowo @aniesbaswedan @fadlizon Dia Pake Arab, Ane Juga Donk🤪.
*Bahwa Memang Benar Terjadi Pembakaran Ar-Rayah. Juga Telah Divonis 10 Hari. Apa Yang Disampaikan Oleh Duta Besar Arab Saudi Di Indonesia Bukanlah Fitnah Karena Prabowo, Anies Baswedan Dan Fadli Zon Memang Marah Dengan Pembakaran Bendera Tauhid.",
2018-10-09 03:00:03,ainunchomsun,"Kita haus hormat pada presiden ri joko widodo, krn Itu presiden Yang Sah sesuai uu.Sama JUGA Kita HARUS HORMAT KPD GUBERNUR ANIES BASWEDAN.Walaupun Bukan Pilihan Kita.Kecewa, Kritik, Marah Boleh Aja.Pake CARANYA YG BENER JANGAN MERENDAHKAN DAN KELUAR KONTEKS.",
2018-09-24 03:07:38,Bolalob,"Duka Dan Marah Anies Baswedan Atas Tewasnya Pendukung Persija
https://t.co/ho97knw9ve https://t.co/zpujsthh4s",
2018-09-24 02:42:02,rancahdotcom,Anies Baswedan Marah dan Berduka atas Tewasnya Suporter Persija di GBLA https://t.co/j3dvOSw0po,
2018-09-23 23:10:34,maklumatnews123,"Anies Baswedan : Jangan Ada Aksi Balasan, Meski Kita Kecewa dan Marah https://t.co/9Fvi7mBJp9 https://t.co/WzaASfM7ZF",
2018-08-19 14:40:58,burhanie74,"https://t.co/muipkvdkx5

*CATATRANKU*

*Anies Baswedan Dipersekusi untuk ke dua kalinya*

*WARGA DKI JAKARTA SANGAT KECEWA DAN MARAH BESAR*... https://t.co/muipkvdkx5",
2018-08-19 12:48:18,rosdiana_sri,"https://t.co/Y8cdJeHbNW

*CATATANKU*

*ANIES BASWEDAN DIPERSEKUSI UNTUK KE DUA KALINYA*

*WARGA DKI JAKARTA SANGAT KECEWA DAN MARAH BESAR*
😡😡😡😡😡😡😡😡... https://t.co/OTLMaOCZxm",
2018-07-31 12:47:06,Benidictivity,Untung Pak Anies Baswedan Santun Dan Gak Pernah Marah-Marah.Jadi Walaupun Ada Kasus Pohon Plastik Yang Menghabikan Milyaran Rupiah Dan Kasus Jalur Sepeda Ini Tetap Saja Beliau Tidak Akan Memarahi Bawahananya.Yang Penting Santun.😊,
2018-04-12 09:27:12,gato_pemula,"@khairul_1411 @gunromli @Suaraanies roflmao lu cuma ulangi omongannya si @suaraanies

Ini Berarti Kamu Tetap Ga Ngerti Kenapa Pak Gus Marah.

Jadi Skrg Yg Bego Siapa?

Lain Kali Belajar Berpikir Sendiri Yah.Jangan Jadi Pendukung Politeri Buta Dan Jadi Buzzer Anies Baswedan.Kalian Ga Beda DGN Ahokers.Selamat tinggal",
2018-04-04 11:32:20,TarotDarma,"Ratna Sarumpaet Main Jaelangkung.Jaelangkungnya Datang.Ibu Ratnanya Mencak-Prencak, Marah, Takut Dan Telpon Anies Baswedan.Jaelangkungnya Nganter Ibu Ratna Pulu Ke Rahat Sampai Selamat.",
2018-04-03 16:30:00,tribunjambiku,"Video: Petugas Dishub Derek Mobilnya, Ratna Sarumpaet Marah Dan Telepon Anies Baswedan https://t.co/babyvug8p2 https://t.co/p88rgvino",
2018-04-03 14:09:46,otosia,"Viral, Ratna sarumpaet Marah Mobilnya Diderek dan Bilang Telepon Anies Baswedan

Ratna sempat marah-marah kepada petugas Dinas Perhubungan DKI Jakarta karena merasa tak salah memarkirkan mobilnya di pinggir jalan... https://t.co/Sf5qGkPj3d .",
2017-12-23 12:46:15,aling2507,Saya menambahkan video ke daftar putar @youtube https://t.co/5oa8ijd6lt anies baswedan marah Dan pusing delan banjir.MEMinta Bagaimana Cara,
2017-12-12 09:26:33,L3OF14N,"https://t.co/sqbnailqmt

Sejumlah Perwakilan Ormas Dan Kelembagaan Masyarakat Marah Atas Penundaan Agenda Makan Siang Bersama Gubernur Dki Jakarta Anies Baswedan.Kenapa Ditunda?",
2017-12-12 08:01:32,dzoenow1993,"https://t.co/kHPhOuKsip

Sejumlah perwakilan ormas dan kelembagaan masyarakat marah atas penundaan agenda makan siang bersama Gubernur DKI Jakarta Anies Baswedan. Kenapa ditunda?",
2017-12-12 07:27:58,cagubnyinyir,"https://t.co/h3Mpew7PBk

Sejumlah perwakilan ormas dan kelembagaan masyarakat marah atas penundaan agenda makan siang bersama Gub. Anies Baswedan. Kenapa ditunda? @lau_irawan @SoffiAgus @MuhSujarw4 @hudattamini @senasurya53",
2017-12-12 07:26:15,semiaji_w,"https://t.co/5lvksu7dju

Sejumlah Perwakilan Ormas Dan Kelembagaan Masyarakat Marah Atas Penundaan Agenda Makan Siang Bersama Gubernur Dki Jakarta Anies Baswedan.Kenapa Ditunda?",
2017-11-11 07:05:32,zivarazalea15,Saya suka video @YouTube https://t.co/jS2vdCpaMT 'Penak Jaman Sopo' Buruh Marah Dikibulin Anies Baswedan Dan Minta Ahok Kembali -,
2017-11-05 04:29:02,BetulakanOnline,Saya suka video @YouTube https://t.co/X6sJz7BOHh 'Pak Jokowi Marah Besar' Belum Apa Apa Anies Baswedan Dan Sandiaga Uno Minta Tambahan,
2017-10-20 07:06:35,PujionoJS,"Kena Macet, Artis Muda Ini Marah-marah dan Protes ke Anies Baswedan https://t.co/kkHFwHzLKC https://t.co/vABEOJsHHK",
2017-10-20 07:02:18,MSNindonesia,"Kena Macet, Artis Muda Ini Marah-marah dan Protes ke Anies Baswedan https://t.co/f0hHDM3Ruj https://t.co/gFPrWjIFws",
2017-10-16 22:45:33,FitriantoSolo,Komunitas Tionghoa di Jakarta marah atas ucapan Anies baswedan yg di anggap rasis.dan meminta agar gubernur meminta maaf,
2017-09-03 06:05:01,MaryoSanjaya,Anies Baswedan Marah Besar Dan Inilah Seruan Serta Tuntutan Gubernur Dki Terpilih https://t.co/foo6rbnkyh,
2017-09-03 05:44:04,harijummaulana,Anies Baswedan Marah Besar dan Inilah Seruan Serta Tuntutan Gubernur DKI Terpilih https://t.co/LMDsQUC8Y5,
2017-09-03 05:43:09,dessyardian12,Anies Baswedan Marah Besar Dan Inilah Seruan Serta Tuntutan Gubernur Dki Terpilih: Gubernur DKI Terpilih Anies… https://t.co/znggrwrs37k,
2017-09-03 05:43:06,goohasrin,Anies Baswedan Marah Besar Dan Inilah Seruan Serta Tuntutan Gubernur DKI Terpilih https://t.co/psxvxmccol,
2017-09-03 05:34:13,mhd_iqbal21,Anies Baswedan Marah Besar Dan Inilah Seruan Serta Tuntutan Gubernur Dki Terpilih https://t.co/3xfafxg8so,
2017-09-03 05:34:11,bertuahpos,Anies Baswedan Marah Besar Dan Inilah Seruan Serta Tuntutan Gubernur Dki Terpilih: Gubernur DKI Terpilih… https://t.co/wzlfw61m1m #politik,['politik']
2017-09-03 05:23:03,dhevieeadek,Anies Baswedan Marah Besar Dan Inilah Seruan Serta Tuntutan Gubernur Dki Terpilih https://t.co/auzebkypl3,
2017-04-30 04:26:49,ferryone7,Ahok Tertibkan Hunian Liar Yang Bikin Kumuh Jakarta ... anies Baswedan Marah Dan Perintahkan Ahok Unkukan ... https://t.co/shsp02lcxv,
2017-04-29 04:58:17,itusalah2017,Ahok Tertibkan Hunian Liar Yang Bikin Kumuh Jakarta ... anies Baswedan Marah Dan Perintahkan Ahok Unkukan Ini… https://t.co/v0xibyqdok,
2017-04-20 04:31:20,muhamad_rendi,Saya mendengar kisah pak Anies Baswedan yg diberhentikan dari kursi menteri. Beliau tidak marah dan berusaha... https://t.co/ki2in9zOz2,
2017-03-08 01:41:15,ojikjookiess,Anies Baswedan Ngeles dan Marah Lalu Menyalahkan Kompas tv Padahal dia yang datang terlambat https://t.co/RT46lAw0kx,
2017-02-24 03:26:20,andalasboys,"KABAR PAGI INI GEGER ,, ANIES BASWEDAN MARAH BESAR KE SANDIAGA UNO DAN MINTA SUPAYA SANDIAGA UNO MUNDUR JADI... https://t.co/O2lb7NdVcB",
2017-02-08 04:17:01,Kritik,Semua Kata-Kata Tersebut Diucapkan Anies Baswedan Delangan Mimik Wajah Marah Dan Penuh Kebencian #Aniescagubboneka Sandiaga,['AniesCagubBoneka']
2017-01-05 11:18:40,yovilon,Pendukung Ahok Ini Marah Dan Sebut Pandangan Negarawan Dan Intelektual Anies Baswedan Telah Habis https://t.co/pivhvc6cid,
2017-01-05 11:18:40,demokrasicoid,Pendukung Ahok Ini Marah Dan Sebut Pandangan Negarawan dan Intelektual Anies Baswedan Telah Habis https://t.co/fczG5PQ86y,
2017-01-05 11:06:14,PBSNIndonesia,Pendukung Ahok ini Marah Dan Sebut Pandangan Negarawan Dan Intelektual Anies Baswedan… https://t.co/cbsij9llie https://t.co/pdtxz504ev,
2016-11-26 00:22:16,SinyalBerita,Anies Baswedan: Saya Tidak Bisa Terima dan Marah Keras Atas Apa yang Terjadi di Negara Myanmar https://t.co/gFVxSDdQmr https://t.co/hQuPTEcBDR,
2016-11-25 15:10:39,Bolafowes,Anies Baswedan: Saya Tidak Bisa Terima dan Marah Keras Atas Apa yang Terjadi di Myanmar https://t.co/Kl7sDuY9xt,
2016-10-13 05:17:27,wrahardian2,"@Breengoss itu karena Anies Baswedan amat munafik dan agak curang, dari UGM lebih banyak lagi yg marah dan mengecam Anies",
2016-06-15 19:01:28,TabloidSergap,"Ketika Menteri Anis Marah Kepada Anak Blahnya
Catatan:
Tulisan Menteri Pendidikan Dan Kebudayaan Anies Baswedan ... https://t.co/dhhhtxkmwn",
2015-12-19 20:50:21,AkipFirmanshah,"Baru Ngeh, aa ini marah banget pada presiden Dan anies baswedan karena proposal ProJek G. Padanganya tdk didkung.https://t.co/ynvxiefivh",
2015-07-29 00:35:29,Soniindrayana,Terimakasih kepada Mendikbud Anies Baswedan yang pagi ini sudah marah-marah dan menyuruh para siswa baru di Tanggerang nanggalin atribut MOS,
2014-07-22 09:06:53,elhan23,@agus_noor @bluesmerbabu Kata mas anies Baswedan di Belakang Layar Pak Jkw Sebenarnya Suda Marah Dan Gak Percaya Sama Wowo.,
2014-05-30 09:33:04,deaedensor,"Beda Pilihan Figur It Normal, Warak & amp; manusiawi.santai Saja, Tidak Perlu Kecewa Dan Marah Pada Orang Lain Yg Pilihanya Berbeda.",
2011-08-22 15:03:59,Nndpspt,"""Kita tahu+marah saat alam dijarah asing, tapi tahukah -dan marahkah- kita ttg rakyat tak tercerdaskan ?"" -Anies Baswedan. #RealCare",['RealCare']
2010-10-25 21:53:44,_hilman,"Anies Baswedan: RT @hojinoke: ""Untuk menyalakan lilin yang tidak mengutuk kegelapan""; Mari Kita Nyalakan Lilin Dan Obor, Bukan Hanya Marah Pada Kegelapa",
