content,username,tanggal Waktu,hashtag
2023-02-15 13:26:35+00:00,tonysugiantono,"@tengkudolly12 @sutanmangara Iya hampir semua etnis cina  Kristen &amp; Katholik tuh banyak yng Islam phobia dan punya kecurigaan  terhadap  Anies Baswedan  , mereka hanya takut karena ikut ikutan omongan buzzer gk punya data &amp; bukti !!! saya berteman dengan teman beda agama &amp; ras , biasa aja &amp; baik 2 saja  !!",
2023-02-13 04:55:35+00:00,ep_KUBA,"@ch_chotitimah2 katananya jagoan loh hasil Surveinya Tinggi, tapi tapi tiap hari loh merhina dan memfitnah anies baswedan melulu gak takut apa.Kebencian Yang Terlalu Berlebihan, Bisa Menyebabkan Penyaakit Hati.
Buzzerrp teriak buzzerrp ..",
2023-02-13 01:49:12+00:00,Heriek,"@Freddys22887525 @candra4smara jadi Sebenarnya siapakah mendukung di Belakang anies baswedan?Tentu Negara Superpower Blok Barat, Dimana USA Dan Ue, Suda Dibikin Kejang2 Oheh Jokowi, Shg DIANGGAP Blok Timur.MEMBIKIN SEMUA TAKUT KPD ANIES BASWEDA, KECUALI RAKyat INDONESIA.",
2023-02-11 15:14:32+00:00,IstantoAr,@tvonenews Pengin Komen Tapi Takut Diserbu Kaum Bipang Dan Bani Kendi Males Ngeblokirnya ... terimakasih dan selalu memikirkan pak anies baswedan semakin dicela moncer terimakasih terimasasih terimasah 🙏🙏🙏 semakin 🙏🙏🙏 terimasah 🙏🙏🙏,
2023-02-11 14:36:15+00:00,IstantoAr,@firzahusainInc Pengin komen tapi takut diserbu kaum bipang dan bani kendi males ngeblokirnya...Terimakasih Anda selalu memikirkan Pak Anies Baswedan semakin dicela semakin Moncer terimakasih terimakasih terimakasih 🙏🙏🙏,
2023-02-11 11:50:43+00:00,hc_poirot,Sebab Rezim Busuk ini Sudah Sangan Tengik Dan Takut Digulung Gelombang Dahsyat Perubahan Yang Riak²nya Terpancar Dalam Aura Seoran Anies Baswedan https://t.co/02olbydpah,
2023-02-10 06:22:10+00:00,budibokal,"@Bospurwa Majanya Dukung Anies Baswedan.Orang Nya Sopan, Cerdas, Dan Amanah Yg Jelas Takut Sama Tuhan Bukan Sama Duwit.",
2023-02-10 01:57:02+00:00,HelmiFelis_,"Kasian Anies Baswedan, Di Aceh Izin di Cabut Dinas Kebudayaan Dan Pariwisata

Di Riau Dipindahkan Karena Akan Digunakan Pemerintah Daerah

Mereka Jahat sama Sama dan Pak Anies Karena Mereka Takut, Tak Bisa Lagi Merampok Negri Ini

Maju Terus Pak Anies Baswedan, Anda Pelita Bangsa!

.https://t.co/BBA8CDWVJZ",
2023-02-08 12:45:07+00:00,Simanjunta9Nico,"Anies Baswedan Di Mata Teman Aktivis Ugm: Setia Kawan Dan Melindungi.

Sikap anies menunjukkan sbg sosok yg tdk Muda diintervensi, tdk takut.Selain itu, anies punya setia kawan yg tinggi, tdk menkhianati persahabatan apalagi berkhianat pada Perjangan.
https://t.co/u3y0jro1t1",
2023-02-08 12:14:25+00:00,musniumar,"Anies Baswedan Terus Digoyang.Ada Yg Takut Dia Jadi Presiden 2024. Berbagai ISU Negatif Disematkan Ke Anies.Belakangan Dimunculkan ISU anies Berutang Ke Mas Sandi Utk Pilkada DKI 2017. APA TUJUANYA.Klik YouTube Tonton Dan Berlangganan
https://t.co/vgehm6cnf2",
2023-02-08 02:33:17+00:00,IwanKurus8,"@Oposisicerdas Saya Jadi Ingat Wawancara anies Baswedan Delang Seorite Wartawan di pendopo Tentang Kritik Dan Penjegalan, anies Menganalogikan seperti permaitan Bola, diadian menambahkan ""Kalo takut jatuh jangan jangan jangana jangana.
☝️😃 https://t.co/pfyrrjz6td",
2023-02-08 02:31:33+00:00,IwanKurus8,"@Relawanies Saya Jadi Ingat Wawancara Anies Baswedan Delangal Seorite Wartawan di Pendopo Tentang Kritik Dan Penjegalan, anies Menganalogikan Seperti permaita Bola, diacaka, ""Kalo TAKUT JATUH JANGUH JANGUH JANGAN BANANDIAN.
☝️😃 https://t.co/rijhpflhjj",
2023-02-07 10:17:02+00:00,queenbe2608,"@Democrazymedia kok pada takut Amat Pak anies jd presiden ..?!Jadi MAKIN BERHARAP PAK ANIES Betul² JD Presiden Ri.Serangan Dan Jegalan Dari Banyak Pihak, Kok Segitunya Terhadap Seorang Anies Baswedan Ya ....?🤔",
2023-02-07 06:08:21+00:00,DaimahTamami,@Kpk_ri pret ngabrin duit negara nangkap koruptor santun delang dalil hibah dan kelebihan bayar yaman anies baswedan takut 😂🤣😃 #bubarkankpk,['bubarkankpk']
2023-02-06 07:28:14+00:00,Neng_Anyar,@democrazymedia Selevel @prabowo dan @Gerindra saja mulai takut dan panik sama sepak terjang Capres Anies Baswedan.,
2023-02-05 18:20:53+00:00,Simanjunta9Nico,"Anies Baswedan Dituduh PengIKUT Wahabi, Itu Fitnah Yang Keji.

Banyak Warga Merasa Takut Mendukung Pak Anies, Karena Banyak Isu-Isu Yang Tidak Jelas Dan Tulise Benar Tentang Pak Anies.

https://t.co/jjpzroow80

@Aniesahy @mdy_asmara1701 @tatakujiyati @veramustikaz @bos_sir",
2023-02-05 06:47:08+00:00,baikbaik_sajah,"@Teddgus Yang Panik Dan Sangan Takut Anies Baswedan Presiden RI 2024 Hanya Buzzerp Murahan..Yg Kerjaanana Hanya Fitnah, Nebar Kebencian Dan Mengadu Domba Rakyat Indonesia.",
2023-02-05 03:20:02+00:00,IstantoAr,"@Miduk17 Pengen komen tapiut jantan kaum bipang dan bani Kendi laki -laki Ngeblokirnya, segitunya orang cari coran, abaikan saja ... terimakasih dan teriMiMiHkan pak anies baswedan semakin dicela dicela monkera monkerkan bimin sonumin tericela tericela dicela tericela tericela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela dicela monkcerkan",
2023-02-04 03:33:24+00:00,salmanbestu,@ntciz @panca66 yg jelas rezim bikin gaduh trus dia takut banget ke pak anies baswedan dia tau kalo pak anies org Cerdas dan jujur rakyat indonesia gk bakalan tingal diamal lohh,
2023-02-03 14:28:28+00:00,WahyuHi61969858,@Keuangannews_id mungkkin lebih takut sama putra bangsa sendiri - Daripada putra asing /// artinya lebih bahaya anies baswedan Daripada Orang Asing Dan Aseng,
2023-02-03 11:13:17+00:00,Jhonkosmik,"cc @NasDem 
Patut dipertimbangkan untuk dipaketkan dengan Anies Baswedan.
Karakter Nikita yg keras, bisa menutup kelemahan Anies yg gemar main aman dan takut mengambil keputusan.",
2023-02-03 05:02:59+00:00,saornaing,"@msaid_didu @kpk_ri Tugas kpk Menyelusuri Dan Menyelidiki Kalau Indikasi Korupsi di Suatu Instansi.
Kenapa Takut Memerikssa anies Baswedan Dalam Penyeleggaraan Formula E AtaU Bansos Beras Dki.
KPK Pasti Bisa Dan Harus Berani Terlepas Duhuduh PolitisiRimi Anies Atau Tidak.",
2023-02-01 15:08:17+00:00,suryasena53,"Hebat Banget YG Bernama
Anies baswedan tsb?
Masak Iya Institusi Penting Dr Negara Berdaulat Takut KPD Seoran Ket Migran?
Dimana anak negeri Asli?
Botol Semua?
@mohmahfudmd
ADAKAH UU YG BISA MEMBUBOKAN SEMENTARA KPK DAN MEMILIH KEMBALI PETUGAS² BARU YG ""AGAK"" BERSIH DAN BERANI?",
2023-01-30 12:57:03+00:00,Simanjunta9Nico,"Soal Teror Ular Kobra ke Anies, Tokoh Agama DKI Jakarta: Perbuatan Culas. 

“Teror politik yang dibuat oleh oknum-oknum yang tidak bertanggung jawab, culas, dan takut kepada popularitas Anies Baswedan.” 

https://t.co/r9kFIy77ky

@AniesAHY @aniesfor2024 @sobatnya_anies @bos_sir",
2023-01-29 04:30:30+00:00,obrolanpublik,"Ahy, Akhirnya Secara Resmi Dukungan Pihaknya Kepada Anies Baswedan UNTUK Maju PAJPRES 2024. Bahkan Ngajak Mitra Koalisi Buat Sekretariat Perubahan.Mendadak Ahy Gerak Cepat, Takut Ditinggalin Ya?Setelah Saling Ancam Nasdem Dan Demokrat, Akhirnya Demokrat Nyerah Bua.

Museum https://t.co/xsktbhdv4l",
2023-01-29 04:30:30+00:00,merahputihsuara,"AHY, akhirnya secara resmi dukungan pihaknya kepada Anies Baswedan untuk maju pada pilpres 2024. Bahkan ngajak mitra koalisi buat sekretariat perubahan. Mendadak AHY gerak cepat, takut ditinggalin ya? Setelah saling ancam NasDem dan Demokrat,akhirnya Demokrat nyerah juga.

Museum https://t.co/KfqCvIeSoy",
2023-01-29 04:30:00+00:00,teropongsuara,"Ahy, Akhirnya Secara Resmi Dukungan Pihaknya Kepada Anies Baswedan UNTUK Maju PAJPRES 2024. Bahkan Ngajak Mitra Koalisi Buat Sekretariat Perubahan.Mendadak Ahy Gerak Cepat, Takut Ditinggalin Ya?Setelah Saling Ancam Nasdem Dan Demokrat, Akhirnya Demokrat Nyerah Bua.

Museum https://t.co/p5gon9ebqx",
2023-01-28 12:05:44+00:00,MamatRa86800599,"@jokowi
@Pdi_perjuangan
@Kompastv
@Kompastv
@Komnasham

NIH Senggol Doank ... Tanpa Pura '' ISTIGOSAH TAPI Dalamnya Dangdutan.Kl Pemimpin di Cintai Hormat Total ya ini.Takut dan Lupa Gmn Jiwa Pemimpin Kala Di Ikuti Dan DiCintai Oheh Warganya !!!
Pak anies baswedan ok 👍",
2023-01-27 21:42:11+00:00,Faulbarsanseti1,"@ruhutsitompul Manusia ko tidak ada capek2 nya memfitnah dan mencari-cari kesalahan pak Anies Baswedan, memangnya pernah punya salah apa dgn pak Anies, beliau orang baik , ko takut betul kalo pak Anies jd presiden, intinya d dunia ini hanya iblis dan setan yg takut dgn orang baik.",
2023-01-27 02:30:25+00:00,MuhiqR,"@Tan_mar3m Sedang memainkan ""Politik Belah Bambu"".
Mereka Takut DGN Elektabilitas anies yg meningkat terus.Dan Gerembolan Mereka Takut Dgn Anies Baswedan Yg Amanah, Jujur, Cerdas",
2023-01-26 03:13:33+00:00,Mela79552661,"Alhamdulillah... 
Apa yg di takut kan cebong semoga cepat terealisasikan.... Deklarasikan Anies Baswedan sebagai BaCapres 2024 ... Bersama NasDem, PKS dan Demokrat",
2023-01-22 13:39:53+00:00,NewsJerami,"Habib Kribo Menyebut anies Baswedan Bermental Budak Dan Berkarakster Pelacur.

""Kita Butuh Pemimpin Seperti Jokowi. Panya Mental Menang. Enggak Pernah Takut Kepada Siapa Pun,"" Katananya.

https://t.co/vhxb3yel3z",
2023-01-22 05:41:23+00:00,wrahardian2,"@pengarang_sajak saya justru jadi respek pd Anies Baswedan karena bisa tetap mengaplikasikan adab toleransi kpd kaum minoritas baik etnik maupun agama ditengah hujatan, semoga Ganjar dan capres lain juga tidak ragu dan takut dihujat krn melakukan kebaikan toleransi.",
2023-01-21 07:58:43+00:00,Faulbarsanseti1,"@ruhutsitompul Para buzer2 penjilat rezim pada takut dgn pak Anies Baswedan, mereka semua para iblis2 , dan d muka muka bumi ini hanya para setan2 dan iblis yg takut dgn orang2 yg baik.",
2023-01-21 07:26:45+00:00,MARQUEZ__93,"Hercules Dan Eki Pitung Jawara Diangkat Anies Baswedan SBG Tenaga Ahli Pd Pasar Jaya Milik Bumd Dki Jkt.
Kl anies Presiden Menteri Bumn Nya Hercules, Menteri Keuangan Eki Pitung Jawara.
Pantesan Aja KPK Takut Panggil Anies, Kasus Korupsi Bansos 2,85 t Dan Formula E. https://t.co/e2i5am1ucg",
2023-01-18 03:14:12+00:00,jamalkobain666_,"@Republikaonline Beras Bansos Dki Busuk Gara2 ngk di Bagiin Sih Sama Waraga Dki, Anies Baswedan Sempurna Walaupun Kelebihan Byr Dan Lem Aibon Anggara Tinggi, anies Baswedan Pasti Lolos @KPK_RI Sama Sama 👍 👍ri Sama Baswedan Pasti Lolos @KPK_RI SAMA",
2023-01-15 13:35:27+00:00,HelmyAburaera,"@Oposisicerdas mantap dan lanjutkan
Pastikan Saja Di 2024 KPU Takut Kpd Tuhan
Karena Kami Dari Makassar, Sulawesi Selatan Mendukung Pak Anies Baswedan",
2023-01-14 05:58:15+00:00,rudymulyadi,@jokowi @mohmahfudmd Apakah @KPK_RI berani mengusut dugaan korupsi DANA BANSOS DKI Jakarta 2020 lalu? Apakah KPK takut dgn Anies Baswedan? Masalah Formula E msh gelap gulita! Rakyat menjerit dan menangis terlalu banyak korupsi di negeri ini 😭😭😭,
2023-01-13 16:51:26+00:00,golan_five98,"Kalian Yang Gelisah Dan Takut Delang Pak @fahrihamzah Karena Beliau Mengkritik Anies Baswedan, Dengarin Statemnt Ini Baik Baik Baik ..

Belajar Lah Kalian, Kritikan Ke Anies Kalian Protes Sampai Gak Tau Diri .. https://t.co/7wqai0hwwr",
2023-01-09 06:36:17+00:00,gatotsuhiro,"Petrus Viral SELESTINUS: Jika Suda Valid Bukti-Buktinya, KPK Bakal Langsung Menahan Anies Baswedan https://t.co/noh4eejz3m
KPK dan EMAK BANTENG TAKUT ANIES JADI PRESIDEN ANAK BUAHYA TIDAK BISA KORUP DAN HARUN MASIKU Segera Ditangkap.",
2023-01-08 07:06:09+00:00,jelata_jeritan,@Oposisicerdas pemimpin yg Munckin Merasa Bersalah dalah membalam membalam kebuata pasti ketir ketir dan takut bila anies baswedan presiden ... awas kencing di Celana hahaha,
2023-01-05 11:01:32+00:00,ibnupurna,"TUKU ITU DAPAT DISIMPULKAN BAHWA KABAR MENGENAI ANIES BASWEDAN SELINGUH DAN MENIKAH SIRI DENGAN DHENA DEVANKA MERUPAKAN KABAR BOHONG ATAU HOAKS.Akun Tiktok @Cindymarjone Memang Sengaja Menyabarkan Hoax Anies Baswedan.
Demi Cuan Gak Takut Dosa.",
2023-01-05 10:17:54+00:00,kopiluwak85,@Gibran_tweet di banding anies baswedan Saya lebih suka kinerja maswali karena jelas Dan nyata.Ga Banyak Bicara Dan Tenjak Takut Di Katakan Negatif Yg Ptg Benar Menuru.Pny haran diri karena bangga Akan budaya sendiri,
2023-01-05 09:08:30+00:00,YudhaPe64689871,@Ariemutyara fitnah lagi ... fitnah lagi .... Kali Ini Gerwani Yang Bicara Ngawur Dan Ngaco Kelas Berat.Koq takut sekali ya thd anies?Mereka Gak Sadar Semakin Banyak Fitnah Ditebar Semakin Melambung Nama Besar Anies Baswedan.,
2023-01-05 02:16:23+00:00,asboedionoid,Rasa Takut / Ketakutan ITU Berawal Dari Perbuatan Manusia #Hening ~ Jika Kalian Merasakan Ketakutan Ketika MengIKuti Perjalanan Anies Baswedan Menuju 2024 ITU Artinya ~ Kalian Kalian Kala Kesalanjian Pria Kala Kalian Kalian Kala KaMaBi Kala tps: //t.co/6faxsrnopu,"['hening', 'hening']"
2023-01-05 01:46:32+00:00,asboedionoid,"Anies Baswedan memperkenalkan dirinya kepada Masyarakat tanpa beban dan merupakan hal biasa, natural dan tidak dibuat-buat. Indonesia sudah smart dalam hal Bibit Bebet dan Bobot ~ jaman Now is Rekam Jejak jadi tidak perlu takut lalu mengintimidasi mereka yang mendukung #hening",['hening']
2023-01-04 11:03:54+00:00,Aniesprsdn2024,"@Bobeltor @muhammad_saewad Takut ya, pak anies baswedan pilihan rakyat indonesia pemimpin Yang Baik dan Cerdas Presiden di Tahun 2024",
2023-01-02 00:39:52+00:00,ORANGPI70376928,"""Menolong Lupa""
Kerusuhan Dan Kebrutalan Seperti Inilah Yg Akan Mewarnai Pilpres 2024. Karena Mereka Adalah Pendukung Anies Baswedan ....

Kita Lawan Atau Kita Hancur.
Ingat, Nenek Moyang Kita Adalah Bangsa Pejangang Yg Tidak Kenal Takut ... https://t.co/vtu45jee42",
2022-12-28 03:56:02+00:00,salmanbestu,@abu_waras Itu Suruhan Penguasa Memalukan.Dan Knp Puguasa Saat Ini Takut Banget Sama Anies Baswedan Jadi Presiden Ada Apa Ya,
2022-12-24 04:10:11+00:00,AsliArmed,"@Candra4smara @mehmed_II_ @Jajang140275 tenang bro. FPI dan HTI sdh dibubarin.  Gak usah ditakuti .
Anies Baswedan jg gak potensi menang 1 putaran kayak Ganjar.  Gak usah ditakuti jg. Dan gak usah dijelek²in. Ngapain takut sama org yg gak potensi menang?
Ngapain takut sama ormas yg sdh dibubarin?
Pinter dikit napa?",
2022-12-24 03:47:52+00:00,Ranggakaladze86,"@R_min80 @aniesbaswedan beruntung nye loe, yang loe fitnah anies baswedan jd perasaan loe tenang ga takut kasal pasal uu ite, ga ada yg laporin loe.

Coba klu yg di fitnah Jokowi POTO NY DI EDIT DALAM Waktu 1x24 Jam Husen, Muannas Dan Cecunguk Lain NY LSG Gercep Buat Laporan.",
2022-12-23 17:04:45+00:00,widarto63285827,"@BIACHO668992 KALAU MERASA TIDAK BERSALAH MENGAPA TAKUT DAN SOOYA ADA AGANCAM DAN MENGALANG HALangi Jika Anies Baswedan Diperikssa Oleh KPK
unkureHkanHkan diri, seharusnya kpk dipersILAHKAN unksa PerkaSsa anies https://t.co/0ch1hogz6l",
2022-12-20 23:37:50+00:00,Hidayat57151796,"@Vivacoid Segitunya Takut Mereka Kepada Anies, Mari Kita Doakan Semoga Allah Selalu Melindungi Dan Anggota Yg Terbaik Utk Pak Anies Baswedan,",
2022-12-18 22:52:44+00:00,cebong_dungu2,@sehat_roemah Sebenarnya ada yang takut jika Anies Baswedan jadi Presiden karena nanti akan banyak Pejabat Besar ( REZIM )Masuk penjara dan oligarki akan hancur ....,
2022-12-17 18:16:03+00:00,Zahra_Madinaa,@abu_waras Karena Rezim pembohong sedang panik. Takut boneka buzzer lengser.  Dan Anies Baswedan jadi presiden.,
2022-12-17 17:58:38+00:00,yunankingstar1,Udah Beribu-Ribu Kali Peringatkan Jangan Berpolitik Berbasis Politik Agama Masih Saja Melanggar Sila-Sila Uu Pemilu Yang Suda Diapkan Oheh Jokowi Widodo Pemerintah.MEMAN NASDEM DAN ANIES BASWEDAN HARUS DI BERIKAN KARU MERAH 🔴 Darim Hakim Garis Bila Bawaslu Takut Bertindak,
2022-12-16 15:30:02+00:00,WartaEkonomi,"Baru NasDem dan Anies Baswedan yang Terang-terangan, Pengamat: Kandidat Lain Takut! https://t.co/MvTHTnMOv8",
2022-12-15 19:31:35+00:00,DahonoB,"Anak siape nih kagak takut di omelin emaknya anies baswedan?!?

// .. Pembangunan Yang Dimula Jokowi Akan Dilanjutkan Presiden

// .. Bikin Geger!TUKU PERTATA KALINYA IBUNDA ANIES BASWEDA KRITIK KERAS JOKOWI: Dia Lebih Pentingkan Ikn Dan Infrastruktur !!https://t.co/4zznaryvkr",
2022-12-14 13:25:12+00:00,AliGilang10,"@Keuangannews_id Jangan Takut ... yang membasin, yg hancurin penerus nya.ITU Tertulis di Sejarah Dan Medsos.Tenang ...",
2022-12-14 02:03:07+00:00,angkeltom,"@S4N_W1B1 Bukan saja FPI, HTI, WAHABI dll, tapi juga sebagian umat Nasrani, Hindu, Budha, Khong Fu Chu yang dukung, cuma kaum komunis dan kroni kroni nya saja yang takut sama Anies Baswedan....",
2022-12-13 05:31:37+00:00,EyedeC,"@BosPurwa Bos @BosPurwa Mereka tak tak takut sama kkb, yang paling ditakuti di Indonesia ini sekarang hanya habib rizieq dan anies baswedan,.",
2022-12-12 08:28:50+00:00,gatotsuhiro,"Kenapa Hanya Pak Anies Baswedan Yang Dituding Curi Start Kampanye?Padahal tokoh lain sada erain Kegiatan .... https://t.co/gc0oxc3flq
Karena Penguasa Dan Oligarki Takut Anies Jadi Presiden Sewingga Mereka Kelak Tidak Bisa Berbuat Kotor.",
2022-12-11 14:48:22+00:00,NahrasaPaman,"@Tita83079013 Saya lihat video ini jadi panas dingin, Takut pak Anies Baswedan menang di pemilu yg akan datang, makanya saya bikin fitnah bagaiman biar Pak Anis di benci rakyat Indonesia, ini lah kami para CEBONG Dan para BUZER LAPER yg Deki dan sakit hati jika Rakyat Indonesia memlh pak ANIS",
2022-12-09 13:45:10+00:00,AlMawardin7,"Munckin Krn Lautan Massa Penambutan Anies Baswedan Di Berbagai Daerah Sewingga Isu Perpanjangan Presiden Kembali Dimunculkan.Jika Sebaliknya, Isu Tiga Periode nggak Akan Muncul.

Antara Takut Diganti Dan Tenjak Ada Yg Mengaminkan Setelah 2024.",
2022-12-09 12:58:05+00:00,the_kunma,"@Ferizandra Juragan CEBONG TAKUT SAMA ANIES BASWEDA, TAPI CEBONG KACUNG DUNGU CUMA TAKUT KALAU GAK DIBAYAR Oleh Juragan Cebong.CEBONG KACUNG DUNGU BERSYUKUR ADA PAK ANIES KARENA DAPUR TETAP NGEBUL DENGAN MODAL HOAX, FITNAH, ADU DOMBA, KEBENCIAN DAN IQ GORONG-GORONG",
2022-12-08 01:38:47+00:00,eR_Haryadi,"Mulai Ada yang Takut dan Gerah, Desak Bawaslu Tindak Anies Baswedan | Politik https://t.co/WIpktkXsUb @aniesbaswedan",
2022-12-07 23:32:02+00:00,GATRA_com,"Mulai Ada Yangut Dan Gabat, Desak Bawaslu Tindak Anies Baswedan

https://t.co/akjriv6m50",
2022-12-07 08:42:51+00:00,Alves_Ag88,"@Miduk17 Biasalah barisan sakit hati dan mereka takut dengan bayangan Pak GP, karna mereka yakin kalau sampai Pak Ganjar di deklrarasikan maka Anies Baswedan makin nyungsep.
Makanya slalu mencari kesalahan Pak GP 🤣",
2022-12-06 11:18:27+00:00,Syadid80449432,@Dennysiregar7 @nasdem Jadi Presiden Muncki n kafrun2 kafir gurun sumbunya panjang takut di potong dia menyatakan anies keturunan yaman dan politik ketapan ketan ketan ketan ketona casuka kroKa. ina,
2022-12-05 07:31:23+00:00,Hendrosa2,"@kang___L Hanya Anies Baswedan, Capres 2024 yg memenuhi syarat dan Amanah Umat. Jangan kendor dan Tancap Gas Pol... Yang lain Takut .. Kelaut saja Pengaraman biar awet, kalau ngak mau busuk..",
2022-12-04 05:49:28+00:00,lutfan_mohamad,"@Alextham878 GUA HERAN SAMA LU YA JINK ...
Kalo Memang Anies Baswedan Tak Panya Prestasi Mengapa Lu Dan Kelompok Lu Takut Dan Panik Bila Pak Anies Baswedan Jadi Presiden ??
Hingga Setiap Saat Pak Anies Baswedan Difitnah, Dijelekin Terus Menerus.https://t.co/1eqmtegima",
2022-12-04 04:37:30+00:00,KagoyaSilas,"@Aguspermana96 Postinganmu ternyata tak terbukti.
Ini berarti akun penyebar hoaxs.
Apakah kamu takut kalau Anies Baswedan jadi presiden RI ?..
Apa yg kamu takutkan
Apa takut oligarki tidak berkuasa lagi
Dan para koruptor yg tersenyum saat ini akan ditangkap ?..😜
https://t.co/3Wb8Wfm360",
2022-12-01 22:42:48+00:00,Dikdaya3,"Gusnurian @Aniesbaswedan Mengapa Sih Pada Takut Dg Pak Anies Baswedan Jadi Presiden? .. Manusia² Seprti ITU SEPERTI TIDAK PUNYA AHLAQ TAPI KALAU PARA PEMBOAK, KAFIR, PKI DAN DAN CINA MATII .. MbayarMuDiakhirat Nanti ..",
2022-12-01 12:08:26+00:00,yunankingstar1,SATU CONTOH SANG LADA YG Kalian Cubitin Soal Ahok BTP disebut begini-begono tapi sang lidan balik cubitin tentang anies baswedan begini-begono kok menangis dan minta bantuan terhadap jadi luKangnya apiknya kalau ini kagak cemali cemai cuMAka cuMAknya,
2022-12-01 06:47:54+00:00,AjiSaka48831569,"@fauzan1_a @tukangkomen81 @pemulungmimpi Buat narasi sendiri, di unggah sendiri utk memfitnah orang, nantinya juga pasti di tampol nitizen. Sdh pada takut, padahal Anies Baswedan belum jd presiden, apalagi bila jadi presiden, bakalan banyak buzzerr yg stroke dan kelaparan Krn gak ada kerjaan. 🤣🤣🤣🤣",
2022-12-01 05:02:53+00:00,Djetheds_Dewata,@Kulop_Budak_JMB Jangan takut utk menunjukkan Identitas kita sebagai umat Islam dan mantapkan pilihan kita kepada Bpk. Anies Baswedan Presiden 2024.,
2022-12-01 00:42:39+00:00,biacho6688992,"Rezim Ini Takut Sama Rakyat Biasa
Izin Safari anies Baswedan Ke Aceh Dan Riau DiCabut Sepihak Tanpa Pemberitahuan |Portal Islam https://t.co/ajkibffmwm https://t.co/ovq30rxszg",
2022-11-30 18:00:19+00:00,BasitoToto,"Kenapa Pedomanya Yang Beruban Dan Wajah Berkerut.
Kalau Benar-Benar Mau Pilih Calon Presiden Yang Terbaik Adalah Yang Paling Memenuhi Kriteria Siddiq, Amanah, Tabligh Dan Fathonah.
Resikonya Pilihan Jatus Kepada Anies Baswedan.Kenapa Takut",
2022-11-30 16:26:11+00:00,keuangannews_id,"PEMERHATI SOSIAL DAN POLITIK: Takut Popularitas Terus Meningkat, Rezim Jokowi Membabi BUTA UNTUK MENJEGAL ANIES BASWEDAN!https://t.co/xncko4ougi",
2022-11-29 16:18:50+00:00,UkiSanukri5,"@geloraco Anies Baswedan manusia ! Yg hidup nya biasa biasa saja ,Tdk pernah melanggar hukum negara ,Tdk pernah menentang semua rezim pemerintahan Tdk pernah konplik dlm lingkungan kemasyarakatan ke warga,an dan ke keluarga,an ( harus nya kita bangga dan hormat bukan takut Sm Anies 😆",
2022-11-29 02:52:11+00:00,ThixKha,"@HelmiFelis_ Yang cerdas.donk.dan agamanya bagus...donk, yang takut ma Allah donk..dan gak pencitraan donk. Rambut putih klo gak bijaksana..sami mawonn...Anies Baswedan bolehh tuuhh...🥰",
2022-11-29 02:20:53+00:00,Ahmadi790,Hanya Pki Dan Penjilat Penguasa Yg Takut Dg Anies Baswedan Jadi Presiden Ri!,
2022-11-28 14:14:47+00:00,ibnupurna,"Kata Sammy, pengurus Al-Irsyad memilih untuk tunduk pada intervensi. Al-Irsyad takut dan memutuskan membatalkan undangan pada Anies Baswedan lalu menggantikannya dengan mengundang Ganjar Pranowo. ✅ Beginilah kalau organisasi belum bisa independen",
2022-11-28 00:41:29+00:00,dutaMasarya,"Lain KAHMI, lain pula Al-Irsyad. Jika KAHMI tetap kekeuh pada pendirian tetap mengundang Anies Baswedan, pengurus Al-Irsyad memilih tunduk pada intervensi. Al-Irsyad takut dan memutuskan membatalkan undangan dan menggantikan Anies dengan Ganjar Pranowo. 
https://t.co/kymZM1Vqa5",
2022-11-27 08:59:27+00:00,BasitoToto,"Pilihlah calon presiden yang paling memenuhi kriteria siddiq, amanah, tabligh dan fathonah

Hanya Anies Baswedan yang paling memenuhi kriteria tersebut.
Jangan takut bahas kriteria itu",
2022-11-26 21:15:21+00:00,BasitoToto,"Senangnya melakukan pembodohan
Dasarnya dungu mau aja dibodohin.

Pasti takut dengan tuntunan pilih pemimpin yang paling memenuhi kriteria siddiq, amanah, tabligh dan fathonah karena hanya Anies Baswedan yang paling memenuhi kriteria tersebut.",
2022-11-26 14:40:08+00:00,MypMyp33657035,"Alasan Buzzerp Selalu Serang Anies Baswedan Dan Ahy Karena Mereka Panik Takut Pasangan Anies-Ahy Menang !!!

https://t.co/niejdg0cmc",
2022-11-26 11:32:54+00:00,jickoko72,"@OposisiCerdas Org yg dia maksud, rambutnya putih muka mengkerut kusut krn kebanyakan nonton bokep, abai sama rakyatnya n menindas rakyatnya. Koruptor n org2 jahat pd rakyat, takut sama Anies Baswedan. Semoga Pak Anies presiden 2024 dan melibas semua penjahat di negeri.",
2022-11-25 16:46:24+00:00,SulistyoYuyun,"@Usuludin321 bwahahhaa mau ketawa takut rosa ...
Jika Ingat Nama Bapak Anies Baswedan, Auto Inget Kelebihan Bayar Dan Lem Aibon🤣🤣😎",
2022-11-24 06:00:37+00:00,AlianisBgd,"@Mediapemberani Bilan Aja Lu Dan Gerombolan Lu Panik Berat Menghadapi Anies Baswedan Yg Suda Gak Terbendung Menuju Ri1.
Mustinya Lu Gak Perlu Takut Karena Anies Baswedan Tidak Pendendam Seperti Junjungan Lu.
Jadi Tenang Aja Ya.",
