,word,val,no
1070,tulang belakang,1,61.0
1071,dendam,1,62.0
1072,pendendam,1,63.0
1073,memadamkan,1,64.0
1074,menusuk,1,65.0
1075,jalan buntu,1,66.0
1076,perselisihan,1,67.0
1077,macet,1,68.0
1078,mencuri,1,69.0
1079,Sterling,1,70.0
1080,tertahan,1,71.0
1081,Stigma,1,72.0
1082,menyengat,1,73.0
1083,pelit,1,74.0
1084,dicuri,1,75.0
1085,batu,1,76.0
1086,badai,1,77.0
1087,menyerbu,1,78.0
1088,tegang,1,79.0
1089,mencekik,1,80.0
1090,perselisihan,1,81.0
1091,memukul,1,82.0
1092,dilucuti,1,83.0
1093,berjuang,1,84.0
1094,penaklukan,1,85.0
1095,subsidi,1,86.0
1096,subversi,1,87.0
1097,subversif,1,88.0
1098,memperdaya,1,89.0
1099,menuntut,1,90.0
1100,mati lemas,1,91.0
1101,kecenderungan bunuh diri,1,92.0
1102,bunuh diri,1,93.0
1103,cemberut,1,94.0
1104,menekan,1,95.0
1105,penekanan,1,96.0
1106,supremasi,1,97.0
1107,biaya tambahan,1,98.0
1108,bermuka masam,1,99.0
1109,mencurigakan,1,100.0
1110,tanda Nazi,1,101.0
1111,menangani,1,102.0
1112,cakar,1,103.0
1113,tarif,1,104.0
1114,mengejek,1,105.0
1115,menggoda,1,106.0
1116,menggoda,1,107.0
1117,badai,1,108.0
1118,ketegangan,1,109.0
1119,sangat buruk,1,110.0
1120,terorisme,1,111.0
1121,teroris,1,112.0
1122,meneror,1,113.0
1123,pencurian,1,114.0
1124,teokratis,1,115.0
1125,maling,1,116.0
1126,tanpa berpikir,1,117.0
1127,menggasak,1,118.0
1128,ancaman,1,119.0
1129,mengancam,1,120.0
1130,mengancam,1,121.0
1131,mengirik,1,122.0
1132,mencekik,1,123.0
1133,penjahat,1,124.0
1134,berdebar,1,125.0
1135,gemuruh,1,126.0
1136,bertengkar,1,127.0
1137,mengencangkan,1,128.0
1138,omelan,1,129.0
1139,mentolerir,1,130.0
1140,menyiksa,1,131.0
1141,torpedo,1,132.0
1142,menyiksa,1,133.0
1143,menyiksa,1,134.0
1144,mudah tersinggung,1,135.0
1145,kekerasan,1,136.0
1146,pengkhianat,1,137.0
1147,traumatis,1,138.0
1148,berbahaya,1,139.0
1149,pengkhianatan,1,140.0
1150,pengkhianatan,1,141.0
1151,merawat,1,142.0
1152,pohon,1,143.0
1153,getaran,1,144.0
1154,pelanggaran,1,0.0
1155,tipu daya,1,1.0
1156,tersandung,1,2.0
1157,troll,1,3.0
1158,sulit,1,4.0
1159,keributan,1,5.0
1160,rusuh,1,6.0
1161,pergolakan,1,7.0
1162,kekacauan,1,8.0
1163,pergumulan,1,9.0
1164,kejam,1,10.0
1165,tiran,1,11.0
1166,maag,1,12.0
1167,ultimatum,1,13.0
1168,tidak dapat dicapai,1,14.0
1169,tak terkekang,1,15.0
1170,tidak peduli,1,16.0
1171,tidak pasti,1,17.0
1172,tidak terkendali,1,18.0
1173,dibayar rendah,1,19.0
1174,tidak diinginkan,1,20.0
1175,tidak setara,1,21.0
1176,tidak adil,1,22.0
1177,ketidakadilan,1,23.0
1178,tidak memaafkan,1,24.0
1179,tidak ramah,1,25.0
1180,tidak terpenuhi,1,26.0
1181,tidak berterima kasih,1,27.0
1182,tidak bahagia,1,28.0
1183,tidak adil,1,0.0
1184,tidak dapat dibenarkan,1,1.0
1185,kasar,1,2.0
1186,melanggar hukum,1,3.0
1187,sial,1,4.0
1188,tidak dibayar,1,5.0
1189,tegar,1,6.0
1190,tidak tenang,1,7.0
1191,tidak simpati,1,8.0
1192,tidak terpikirkan,1,9.0
1193,tidak diinginkan,1,10.0
1194,tidak dapat dipercaya,1,11.0
1195,pergolakan,1,12.0
1196,pemberontakan,1,13.0
1197,gundah,1,14.0
1198,merebut,1,15.0
1199,dirampas,1,16.0
1200,Vampir,1,17.0
1201,keras,1,18.0
1202,Vendetta,1,19.0
1203,pembalasan dendam,1,0.0
1204,dendam,1,1.0
1205,bisa ular,1,2.0
1206,berbisa,1,3.0
1207,lubang angin,1,4.0
1208,hama,1,5.0
1209,melawan,1,6.0
1210,memveto,1,7.0
1211,jahat,1,8.0
1212,korban,1,9.0
1213,menjadi korban,1,10.0
1214,jahat,1,11.0
1215,membersihkan nama baik,1,12.0
1216,pendendam,1,13.0
1217,pelanggaran,1,14.0
1218,kekerasan,1,15.0
1219,brutal,1,16.0
1220,dengan keras,1,17.0
1221,keracunan,1,18.0
1222,keriangan,1,19.0
1223,Pilih,1,20.0
1224,kekasaran,1,21.0
1225,omongan,1,22.0
1226,sipir,1,23.0
1227,perang,1,24.0
1228,berkenaan dengan perang,1,25.0
1229,melengkung,1,26.0
1230,pejuang,1,27.0
1231,sia-sia,1,28.0
1232,boros,1,29.0
1233,dara,1,30.0
1234,cambuk,1,31.0
1235,disengaja,1,32.0
1236,Wimpy,1,33.0
1237,menggerenyet,1,34.0
1238,nirkabel,1,35.0
1239,penyihir,1,36.0
1240,sihir,1,37.0
1241,wop,1,38.0
1242,kata-kata,1,39.0
1243,tidak berguna,1,40.0
1244,luka,1,41.0
1245,pertengkaran,1,42.0
1246,kemarahan,1,43.0
1247,melampiaskan,1,44.0
1248,kecelakaan,1,45.0
1249,hancur,1,46.0
1250,orang celaka,1,47.0
1251,memeras,1,48.0
1252,pelanggaran,1,49.0
1253,salah,1,50.0
1254,salah,1,51.0
1255,berteriak,1,52.0
1256,menyalak,1,53.0
1257,anak muda,1,54.0
1258,berang,1,
1259,benci,1,
1260,berang,1,
1261,dongkol,1,
1262,berang,1,
1263,dongkol,1,
1264,jengkel,1,
1265,marah,1,
1266,sebal,1,
1267,gusar,1,
1268,naik darah,1,
1269,murka,1,
1270,berang,1,
1271,dongkol,1,
1272,gemas,1,
1273,geram,1,
1274,antipati,1,
1275,berang,1,
1276,marah,1,
1277,meradang,1,
1278,redang,1,
1279,marah,1,
1280,menyerangsang,1,
1281,ganas,1,
1282,benci,1,
1283,bingit,1,
1284,busuk,1,
1285,cemburu,1,
1286,dendam,1,
1287,hasad,1,
1288,marah,1,
1289,merungut,1,
1290,benci,1,
1291,berang,1,
1292,dongkol,1,
1293,marah,1,
